placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
171,Jen & Berry's Ice Cream,Cybersecurity / ransomware,https://research.checkpoint.com/2026/cyber-security-report-2026/,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.,safe,high,,"The placement is on a cybersecurity report page focused on ransomware, which does not relate to any hard unsafe or review risk categories defined for the advertiser. The content is appropriate for a family-friendly food brand with no indication of sensitive or adult content.",False,"matched ""war"" in topic, triggering war_or_conflict"
172,Moonbucks Coffee,Cybersecurity / ransomware,https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/report-threat-predictions-2026.pdf,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.,safe,high,,"The placement content is focused on cybersecurity and ransomware predictions, which is a neutral, business-technology topic without any connection to hard unsafe or review categories specified by the advertiser. There is no evidence of any disallowed content types such as explicit sexual content, extremism, or politics in the provided metadata. Therefore, it is safe for the broad-reach coffee brand's advertising policy.",False,"matched ""war"" in topic, triggering war_or_conflict"
173,Moonbucks Coffee,Cybersecurity / ransomware,https://www.guidepointsecurity.com/wp-content/uploads/2026/01/GRIT-2026-Ransomware-and-Cyber-Threat-Report.pdf,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.,safe,high,,"The placement content is a cybersecurity and ransomware report, which does not intersect with any hard unsafe or review categories defined by Moonbucks Coffee's policy. The channel type is shopping, which is a neutral environment. There is no evidence of high-risk content or sensitive topics that would warrant review or unsafe classification.",False,"matched ""war"" in topic, triggering war_or_conflict"
174,Moonbucks Coffee,Cybersecurity / ransomware,https://cyberstrategyinstitute.com/2026-ransomware-reality-report/,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.,safe,high,,"The placement is on a cybersecurity topic focusing on ransomware defense shifts. This content is generally neutral and related to technology and security, which does not fall into any hard unsafe or review categories defined by the advertiser's policy. There is no indication of sensitive or high-risk content categories present.",False,"matched ""war"" in topic, triggering war_or_conflict"
175,Jen & Berry's Ice Cream,Cybersecurity / ransomware,https://ibimapublishing.com/articles/JIACS/2026/387036/,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.,safe,high,,"The ad placement is on a page about cybersecurity and ransomware, which does not include any content related to tobacco, adult themes, extremism, weapons, or divisive politics. The content appears professional and unrelated to any hard unsafe or review categories.",False,"matched ""war"" in topic, triggering war_or_conflict"
176,Jet3 Holidays,Startups / entrepreneurship,https://www.hostinger.com/tutorials/entrepreneurship-blog,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a site about entrepreneurship blogs, which is unrelated to the advertiser's extra-sensitive topics such as aviation incidents, war, terrorism, or transport disruptions. There is no evidence suggesting any connection to hard unsafe or review categories for this advertiser.",True,
177,Jet3 Holidays,Startups / entrepreneurship,https://bloggers.feedspot.com/startup_blogs/,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a page about startup blogs and entrepreneurship, which is unrelated to any hard unsafe or review categories specified by the advertiser's policy. There is no evidence of aviation incidents, transport disruption, war, terrorism, or other sensitive content. The category and topic of the placement do not raise any flagged concerns for Jet3 Holidays.",True,
178,Jet3 Holidays,Startups / entrepreneurship,https://www.outsourceaccelerator.com/articles/startup-blogs/,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement URL and title indicate content focused on startups and entrepreneurship, which does not overlap with any of the advertiser's hard unsafe categories such as aviation incidents, war, terrorism, or related sensitive issues. There is no evidence suggesting any risk or sensitivity concerning this advertiser's policy.",True,
179,Plush Cosmetics,Startups / entrepreneurship,https://resources.s45.ai/blogs/best-startup-blogs-entrepreneurs,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a blog about startups and entrepreneurship, which is unrelated to any unsafe or review categories like harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. The content aligns with business and professional themes, which are appropriate for a beauty and cosmetics advertiser.",True,
180,Moonbucks Coffee,Startups / entrepreneurship,https://www.startuplinkx.com/post/100-must-read-blogs-for-startup-founders-in-2025,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,The placement is on a page about startup blogs and entrepreneurship with no indication of any hard unsafe or review categories. The topic and context appear neutral and appropriate for a broad-reach coffee brand that blocks only high-risk content categories.,True,
181,Moonbucks Coffee,Sports (football),https://www.footballwebpages.co.uk/premier-league/fixtures-results/march,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a sports-related page with a clear title related to Premier League football fixtures and results, which aligns with neutral, general-interest content. There are no indications of any unsafe or review categories such as explicit sexual content, extremism, hate speech, or politics. Thus, it fits well within Moonbucks Coffee's acceptable content guidelines.",True,
182,Plush Cosmetics,Sports (football),https://www.statmuse.com/fc/ask/premier-league-fixtures-march-2026,review,medium,click_quality,invalid_click_rate:9.6%->click_quality,Review for Plush Cosmetics: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.6%->click_quality.,safe,high,,"The placement is on a sports-related display page about Premier League football fixtures, with no indication of any content related to harmful wellbeing, controversial politics, extremism, tobacco, sexual, or violent content. The content appears suitable for a beauty and cosmetics advertiser without risk based on the provided evidence.",False,invalid click rate 9.6% triggered click_quality
